	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
365	HKO16_RS06445	95.4396604015473	3.03625587285884	0.320239799580773	9.48119464486803	2.5138831343589e-21	3.1046041877132e-20
366	HKO16_RS06515	30.0428889057256	1.09249559407364	0.430026298227962	2.54053205251761	0.0110683947879639	0.0203828411892524
367	HKO16_RS06520	36.2815188846701	0.87771985188485	0.330404758639654	2.65649882132028	0.00789567269606225	0.0150206442443645
368	HKO16_RS06525	195.634793937478	1.33892578492974	0.175199626926711	7.64228673551818	2.13397283001627e-14	1.63299106951347e-13
369	HKO16_RS06540	39.5114892360906	1.039212817673	0.389992724328756	2.66469796189573	0.00770574975936255	0.0146775967296814
370	HKO16_RS06600	31.9544975044024	1.62842559438314	0.405313682691677	4.01769213308767	5.87709115142723e-05	0.00016005877065968
371	HKO16_RS06605	37.6701122355308	1.34603138034939	0.35958880563461	3.74325162312515	0.00018165415716969	0.00045256315321503
372	HKO16_RS06655	283.844719120976	1.48209372860906	0.240130447202009	6.17203584917433	6.74162089899142e-10	3.35914053315924e-09
373	HKO16_RS06665	218.690972378973	1.0240807051764	0.266546895023066	3.84202826706262	0.00012202177924019	0.00031381821162666
374	HKO16_RS06675	21.1567359170988	1.75965052209547	0.411099254085155	4.28035445116856	1.86595888681858e-05	5.46858937610264e-05
375	HKO16_RS06685	53.0038569906677	1.15454644541521	0.285484653404795	4.04416290559114	5.25103997850791e-05	0.00014458713465472
376	HKO16_RS06710	124.431217034186	1.56635033126064	0.211514597616494	7.40540061495261	1.30755133539747e-13	9.35536729838875e-13
377	HKO16_RS06715	1036.24402024601	0.876933064476157	0.235693029699171	3.72065760958412	0.00019870468619265	0.00049047027423014
378	HKO16_RS06720	832.179693246516	1.61660528912289	0.210929625794829	7.66419265682174	1.79959591637035e-14	1.38847173588822e-13
379	HKO16_RS06725	262.760919772872	1.87061817091479	0.236857796976952	7.89764236090068	2.84228291801365e-15	2.30711988702974e-14
380	HKO16_RS06730	715.186565776475	1.30510773427664	0.234874524164115	5.55661683156714	2.75053641455998e-08	1.16431077638953e-07
381	HKO16_RS06735	500.115148884647	1.30766587417799	0.227551497297751	5.74668103575215	9.10121802040394e-09	4.05920832328386e-08
382	HKO16_RS06740	164.633850245558	1.91462229496306	0.25695939342832	7.45106948385273	9.25865804539761e-14	6.76677703239802e-13
383	HKO16_RS06745	132.428125267145	1.51092815257494	0.253706187339508	5.95542492841544	2.59396952111477e-09	1.22096024503289e-08
384	HKO16_RS06750	92.2913850907966	0.83109630062165	0.280651622713997	2.96130944330436	0.00306333989826405	0.0062879966534855
385	HKO16_RS06755	242.726112476719	1.10293395419725	0.253860247647733	4.34465011523871	1.39497823759723e-05	4.18605338018351e-05
386	HKO16_RS06765	168.413822390547	1.3419696332601	0.313168564685408	4.28513517826467	1.82628109226132e-05	5.36416314540178e-05
387	HKO16_RS06780	7.34410544950251	2.55024592681679	1.00018022812508	2.54978638359753	0.0107788941740299	0.0198888668635206
388	HKO16_RS06800	5.28632100512227	5.31261307665218	1.16844036224519	4.54675587074366	5.44791283250044e-06	1.72910006948402e-05
389	HKO16_RS06825	22.4792036727934	1.29526301791453	0.469513107995713	2.75873664836287	0.00580252752679606	0.0112619595463023
390	HKO16_RS06830	15.3379755092167	1.60655710895098	0.644279744576557	2.49357072370306	0.012646538754391	0.0229948241102679
391	HKO16_RS06835	33.2030247161505	1.53323635204686	0.436206049695678	3.5149360104394	0.0004398599612167	0.00103584391118497
392	HKO16_RS06840	187.565287658922	2.75971878056264	0.235260079129673	11.7305017951708	8.89299005339982e-32	2.09292885407686e-30
393	HKO16_RS06855	11.3619172726468	1.51485447561079	0.691563642078587	2.19047732332732	0.0284896376378839	0.0479138085577355
394	HKO16_RS06860	20.6497891728592	1.69525616928964	0.443966390572202	3.81843356904725	0.00013430173829997	0.00034234135198807
395	HKO16_RS06865	7.59235720238301	3.58908427411026	0.888854288256583	4.03787698560802	5.39371228808308e-05	0.0001479711978153
396	HKO16_RS06870	14.6618359058742	2.11963653081469	0.537687169966886	3.9421370812051	8.0758794829861e-05	0.00021524174519468
397	HKO16_RS06975	48.1682617379956	2.03791653623393	0.432828826607888	4.70836601204507	2.49710422872525e-06	8.31331318851412e-06
398	HKO16_RS19490	100.945275101413	1.45203288476127	0.289965386209344	5.00760764497926	5.5110731260101e-07	1.98750123830848e-06
399	HKO16_RS07015	234.240469294005	3.23067894599206	0.46864859026711	6.89360645286632	5.43953788161123e-12	3.26721520914755e-11
400	HKO16_RS07020	189.395308889712	1.88491650402009	0.265010814931712	7.1126021951436	1.13875155617813e-12	7.3595998673896e-12
401	HKO16_RS07025	312.590151399005	1.50201943291975	0.200777293576221	7.48102241127952	7.37465999578789e-14	5.44299363002727e-13
402	HKO16_RS07030	23.8599589426474	3.54217551738033	0.67982445374862	5.21042674744696	1.88406759221829e-07	7.1794103157646e-07
403	HKO16_RS07040	47.207119578361	1.42905014711472	0.321830426672911	4.44038235255834	8.97991863393972e-06	2.77022716638107e-05
404	HKO16_RS07045	18.2686242907836	2.29574191885709	0.537023506264542	4.27493748798062	1.91190931201997e-05	5.59371747113272e-05
405	HKO16_RS07070	29.519735945323	1.32152911135701	0.445750160005616	2.96473053725962	0.00302948159183568	0.00622874731684017
406	HKO16_RS07095	7.99382462972416	2.27915366770173	0.687351369354932	3.31584946115794	0.00091365030186368	0.0020509174742495
407	HKO16_RS07105	72.185239073284	2.25995021012099	0.321132666340616	7.03743482677634	1.95811071190448e-12	1.23354381884622e-11
408	HKO16_RS07125	25.0591133544219	4.50784786957709	0.673042260021232	6.69771890614251	2.11697971543974e-11	1.21127493810023e-10
409	HKO16_RS07130	116.863761095221	3.41782982941896	0.2688069619916	12.714811417443	4.89288500926154e-37	1.56488681236382e-35
410	HKO16_RS07145	19.9871808150878	1.71397984975804	0.515778670669292	3.3230917585908	0.00089025625135865	0.00200441569950907
411	HKO16_RS07165	12.3228607271073	1.4073439858811	0.563287168937979	2.49844850635336	0.0124738263422401	0.0227230161906514
412	HKO16_RS07170	41.7184852640646	1.54403827053097	0.312904317397867	4.93453808298745	8.03406691590462e-07	2.83617720748256e-06
413	HKO16_RS07175	55.5745899600521	1.44559429151572	0.245894562911122	5.87891929939998	4.12953622805217e-09	1.91959311371071e-08
414	HKO16_RS07180	55.4603405305582	0.98419296145455	0.250075810100565	3.93557841943517	8.29965570019903e-05	0.00022042094840415
415	HKO16_RS07190	37.3976697923478	1.8479928541422	0.365702590978953	5.05326705286746	4.34315951518015e-07	1.5824832430189e-06
416	HKO16_RS07195	22.7978070752874	2.14868476615037	0.432129767222283	4.97231371021268	6.61585336546029e-07	2.36182868919482e-06
417	HKO16_RS07210	13.9852162194537	1.68774056783686	0.545424620187654	3.09436080691808	0.00197237460835399	0.00418165766824966
418	HKO16_RS07215	20.5798727905559	0.942254967403073	0.431255397399537	2.18491170912841	0.0288953208184149	0.0484871257858783
419	HKO16_RS07220	23.8636886503348	2.13659969634634	0.463711868834704	4.60760191822468	4.07339558988593e-06	1.31742837487927e-05
420	HKO16_RS07230	15.9342704208953	1.2471001933683	0.520799221484363	2.39458920428848	0.0166389954771088	0.0295225799314088
421	HKO16_RS07240	65.1516632275961	1.491402699831	0.279486161745894	5.33623092647775	9.48985265860948e-08	3.76575065201661e-07
422	HKO16_RS07245	53.9806621642953	1.95716326028412	0.355887134465694	5.4993931242344	3.81100614506534e-08	1.58806068984794e-07
423	HKO16_RS07250	104.410300607117	1.74995496120844	0.220632361423051	7.93154254399245	2.16440424365846e-15	1.77614049994955e-14
424	HKO16_RS07255	141.485440620907	0.970734989035168	0.208139069277093	4.66387686082541	3.1030710865809e-06	1.02305656440403e-05
